
INST_WB = xxxxxxxx, PC_DEBUG = xxxxxxxx, O_CTRL = x, O_INSN_VLD = x, O_MISPREDICT= x,, LED_REG = xxxxxxxx, RD_ADDR = xx, WB_DATA = xxxxxxxx, time =                    0
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                18884
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                18888
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 00000000, time =                18892

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 0000001c, time =                18896
INST_WB = 00a00513, PC_DEBUG = 00000068, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 0a, WB_DATA = 0000000a, time =                18912
INST_WB = fa1ff0ef, PC_DEBUG = 0000006c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000d, RD_ADDR = 01, WB_DATA = 00000070, time =                18916
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                18932
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 05, WB_DATA = 10000000, time =                18936
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000000, time =                18940

INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 0000001c, time =                18944
INST_WB = 00012083, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 000010d8, time =                18960
INST_WB = 00000013, PC_DEBUG = 00000070, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 000010d8, time =                18964
INST_WB = 00008067, PC_DEBUG = 00000074, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000078, time =                18968
INST_WB = 00412083, PC_DEBUG = 000010d8, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000124, time =                18984
INST_WB = 00000013, PC_DEBUG = 000010d8, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 00000124, time =                18988
INST_WB = 00008067, PC_DEBUG = 000010dc, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 00, WB_DATA = 000010e0, time =                18992
INST_WB = 7bd000ef, PC_DEBUG = 00000124, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 00000128, time =                19008
INST_WB = 00112223, PC_DEBUG = 000010e0, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 04, WB_DATA = 00000000, time =                19024
INST_WB = 06c00513, PC_DEBUG = 000010e4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 0a, WB_DATA = 0000006c, time =                19028
INST_WB = f25fe0ef, PC_DEBUG = 000010e8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000000a, RD_ADDR = 01, WB_DATA = 000010ec, time =                19032
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                19048
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000a, RD_ADDR = 05, WB_DATA = 10000000, time =                19052
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 00, WB_DATA = 00000000, time =                19056
lINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000006c, RD_ADDR = 00, WB_DATA = 0000001c, time =                19060
INST_WB = 06800513, PC_DEBUG = 000010ec, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 0a, WB_DATA = 00000068, time =                19076
INST_WB = f1dfe0ef, PC_DEBUG = 000010f0, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000006c, RD_ADDR = 01, WB_DATA = 000010f4, time =                19080
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 05, WB_DATA = 10000000, time =                19096
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000006c, RD_ADDR = 05, WB_DATA = 10000000, time =                19100
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000068, RD_ADDR = 00, WB_DATA = 00000000, time =                19104
hINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000068, RD_ADDR = 00, WB_DATA = 0000001c, time =                19108
INST_WB = 02e00513, PC_DEBUG = 000010f4, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000068, RD_ADDR = 0a, WB_DATA = 0000002e, time =                19124
INST_WB = f15fe0ef, PC_DEBUG = 000010f8, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000068, RD_ADDR = 01, WB_DATA = 000010fc, time =                19128
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000068, RD_ADDR = 05, WB_DATA = 10000000, time =                19144
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000068, RD_ADDR = 05, WB_DATA = 10000000, time =                19148
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19152
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                19156
INST_WB = 02e00513, PC_DEBUG = 000010fc, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                19172
INST_WB = f0dfe0ef, PC_DEBUG = 00001100, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00001104, time =                19176
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19192
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19196
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19200
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                19204
INST_WB = 02e00513, PC_DEBUG = 00001104, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                19220
INST_WB = f05fe0ef, PC_DEBUG = 00001108, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 0000110c, time =                19224
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19240
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19244
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19248
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                19252
INST_WB = 02e00513, PC_DEBUG = 0000110c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                19268
INST_WB = efdfe0ef, PC_DEBUG = 00001110, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00001114, time =                19272
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19288
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19292
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19296
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                19300
INST_WB = 123458b7, PC_DEBUG = 00001114, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 12345000, time =                19316
INST_WB = 67888893, PC_DEBUG = 00001118, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 12345678, time =                19320
INST_WB = deadc837, PC_DEBUG = 0000111c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 10, WB_DATA = deadc000, time =                19324
INST_WB = eef80813, PC_DEBUG = 00001120, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 10, WB_DATA = deadbeef, time =                19328
INST_WB = 00003337, PC_DEBUG = 00001124, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00003000, time =                19332
INST_WB = 01030313, PC_DEBUG = 00001128, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 06, WB_DATA = 00003010, time =                19336
INST_WB = 01132023, PC_DEBUG = 0000112c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19340
INST_WB = 01032223, PC_DEBUG = 00001130, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 04, WB_DATA = 00000000, time =                19344
INST_WB = 000058b7, PC_DEBUG = 00001134, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00005000, time =                19348
INST_WB = 67888893, PC_DEBUG = 00001138, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00005678, time =                19352
INST_WB = 00031283, PC_DEBUG = 0000113c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00005678, time =                19356
INST_WB = 00000013, PC_DEBUG = 0000113c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00005678, time =                19360
INST_WB = 02589c63, PC_DEBUG = 00001140, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 18, WB_DATA = 00000000, time =                19364
INST_WB = 000018b7, PC_DEBUG = 00001144, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00001000, time =                19368
INST_WB = 23488893, PC_DEBUG = 00001148, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = 00001234, time =                19372
INST_WB = 00231283, PC_DEBUG = 0000114c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 00001234, time =                19376
INST_WB = 00000013, PC_DEBUG = 0000114c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00001234, time =                19380
INST_WB = 02589463, PC_DEBUG = 00001150, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 08, WB_DATA = 00000000, time =                19384
INST_WB = ffffc8b7, PC_DEBUG = 00001154, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = ffffc000, time =                19388
INST_WB = eef88893, PC_DEBUG = 00001158, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = ffffbeef, time =                19392
INST_WB = 00431283, PC_DEBUG = 0000115c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = ffffbeef, time =                19396
INST_WB = 00000013, PC_DEBUG = 0000115c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = ffffbeef, time =                19400
INST_WB = 00589c63, PC_DEBUG = 00001160, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 18, WB_DATA = 00000000, time =                19404
INST_WB = ffffe8b7, PC_DEBUG = 00001164, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = ffffe000, time =                19408
INST_WB = ead88893, PC_DEBUG = 00001168, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 11, WB_DATA = ffffdead, time =                19412
INST_WB = 00631283, PC_DEBUG = 0000116c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = ffffdead, time =                19416
INST_WB = 00000013, PC_DEBUG = 0000116c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = ffffdead, time =                19420
INST_WB = 00589463, PC_DEBUG = 00001170, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 08, WB_DATA = 00000000, time =                19424
INST_WB = 00c0006f, PC_DEBUG = 00001174, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00001178, time =                19428
INST_WB = ea5fe0ef, PC_DEBUG = 00001180, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00001184, time =                19444
INST_WB = 00112023, PC_DEBUG = 00000024, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19460
INST_WB = 02e00513, PC_DEBUG = 00000028, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                19464
INST_WB = fe1ff0ef, PC_DEBUG = 0000002c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000030, time =                19468
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19484
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19488
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19492
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                19496
INST_WB = 02e00513, PC_DEBUG = 00000030, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                19512
INST_WB = fd9ff0ef, PC_DEBUG = 00000034, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000038, time =                19516
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19532
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19536
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19540
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                19544
INST_WB = 02e00513, PC_DEBUG = 00000038, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 0000002e, time =                19560
INST_WB = fd1ff0ef, PC_DEBUG = 0000003c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000040, time =                19564
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19580
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19584
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 00000000, time =                19588
.INST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 00, WB_DATA = 0000001c, time =                19592
INST_WB = 05000513, PC_DEBUG = 00000040, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 0a, WB_DATA = 00000050, time =                19608
INST_WB = fc9ff0ef, PC_DEBUG = 00000044, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 0000002e, RD_ADDR = 01, WB_DATA = 00000048, time =                19612
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19628
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000002e, RD_ADDR = 05, WB_DATA = 10000000, time =                19632
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 00, WB_DATA = 00000000, time =                19636
PINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000050, RD_ADDR = 00, WB_DATA = 0000001c, time =                19640
INST_WB = 04100513, PC_DEBUG = 00000048, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 0a, WB_DATA = 00000041, time =                19656
INST_WB = fc1ff0ef, PC_DEBUG = 0000004c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000050, RD_ADDR = 01, WB_DATA = 00000050, time =                19660
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 05, WB_DATA = 10000000, time =                19676
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000050, RD_ADDR = 05, WB_DATA = 10000000, time =                19680
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 00, WB_DATA = 00000000, time =                19684
AINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000041, RD_ADDR = 00, WB_DATA = 0000001c, time =                19688
INST_WB = 05300513, PC_DEBUG = 00000050, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 0a, WB_DATA = 00000053, time =                19704
INST_WB = fb9ff0ef, PC_DEBUG = 00000054, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000041, RD_ADDR = 01, WB_DATA = 00000058, time =                19708
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 05, WB_DATA = 10000000, time =                19724
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000041, RD_ADDR = 05, WB_DATA = 10000000, time =                19728
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 00000000, time =                19732
SINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 0000001c, time =                19736
INST_WB = 05300513, PC_DEBUG = 00000058, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 0a, WB_DATA = 00000053, time =                19752
INST_WB = fb1ff0ef, PC_DEBUG = 0000005c, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 01, WB_DATA = 00000060, time =                19756
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                19772
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                19776
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 00000000, time =                19780
SINST_WB = 00008067, PC_DEBUG = 00000018, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 00, WB_DATA = 0000001c, time =                19784
INST_WB = 00d00513, PC_DEBUG = 00000060, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 0a, WB_DATA = 0000000d, time =                19800
INST_WB = fa9ff0ef, PC_DEBUG = 00000064, O_CTRL = 1, O_INSN_VLD = 1, O_MISPREDICT= 1,, LED_REG = 00000053, RD_ADDR = 01, WB_DATA = 00000068, time =                19804
INST_WB = 100002b7, PC_DEBUG = 0000000c, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                19820
INST_WB = 00028293, PC_DEBUG = 00000010, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 00000053, RD_ADDR = 05, WB_DATA = 10000000, time =                19824
INST_WB = 00a28023, PC_DEBUG = 00000014, O_CTRL = 0, O_INSN_VLD = 1, O_MISPREDICT= 0,, LED_REG = 0000000d, RD_ADDR = 00, WB_DATA = 00000000, time =                19828

